,PassengerId,Survived,Name,Sex,Age,SibSp,Parch
851,852,0,"Svensson, Mr. Johan",male,74,0,0
852,853,0,"Boulos, Miss. Nourelain",female,9,1,1
853,854,1,"Lines, Miss. Mary Conover",female,16,0,1
854,855,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,1,0
855,856,1,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1
856,857,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1
857,858,1,"Daly, Mr. Peter Denis ",male,51,0,0
858,859,1,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3
859,860,0,"Razi, Mr. Raihed",male,,0,0
860,861,0,"Hansen, Mr. Claus Peter",male,41,2,0
861,862,0,"Giles, Mr. Frederick Edward",male,21,1,0
862,863,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0
863,864,0,"""Sage, Miss. Dorothy Edith """"Dolly""""""",female,,8,2
864,865,0,"Gill, Mr. John William",male,24,0,0
865,866,1,"Bystrom, Mrs. (Karolina)",female,42,0,0
866,867,1,"Duran y More, Miss. Asuncion",female,27,1,0
867,868,0,"Roebling, Mr. Washington Augustus II",male,31,0,0
868,869,0,"van Melkebeke, Mr. Philemon",male,,0,0
869,870,1,"Johnson, Master. Harold Theodor",male,4,1,1
870,871,0,"Balkic, Mr. Cerin",male,26,0,0
871,872,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1
872,873,0,"Carlsson, Mr. Frans Olof",male,33,0,0
873,874,0,"Vander Cruyssen, Mr. Victor",male,47,0,0
874,875,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,0
875,876,1,"""Najib, Miss. Adele Kiamie """"Jane""""""",female,15,0,0
876,877,0,"Gustafsson, Mr. Alfred Ossian",male,20,0,0
877,878,0,"Petroff, Mr. Nedelio",male,19,0,0
878,879,0,"Laleff, Mr. Kristo",male,,0,0
879,880,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1
880,881,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1
881,882,0,"Markun, Mr. Johann",male,33,0,0
882,883,0,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0
883,884,0,"Banfield, Mr. Frederick James",male,28,0,0
884,885,0,"Sutehall, Mr. Henry Jr",male,25,0,0
885,886,0,"Rice, Mrs. William (Margaret Norton)",female,39,0,5
886,887,0,"Montvila, Rev. Juozas",male,27,0,0
887,888,1,"Graham, Miss. Margaret Edith",female,19,0,0
888,889,0,"""Johnston, Miss. Catherine Helen """"Carrie""""""",female,,1,2
889,890,1,"Behr, Mr. Karl Howell",male,26,0,0
890,891,0,"Dooley, Mr. Patrick",male,32,0,0
